Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
127,tt1068641,2016-08-01,2016-08-01,,"The Burning Plain","The Burning Plain",https://www.imdb.com/title/tt1068641/,Movie,6.7,107,2008,"Crime, Drama, Mystery, Romance",21926,2009-11-05,"Guillermo Arriaga"
128,tt2235779,2016-08-01,2016-08-01,,"The Quiet Ones","The Quiet Ones",https://www.imdb.com/title/tt2235779/,Movie,5.1,98,2014,"Horror, Mystery, Thriller",21907,2014-04-25,"John Pogue"
129,tt0142192,2016-08-01,2016-08-01,,"The Corruptor","The Corruptor",https://www.imdb.com/title/tt0142192/,Movie,6.1,110,1999,"Action, Crime, Thriller",19862,1999-03-12,"James Foley"
130,tt0279778,2016-08-01,2016-08-01,,"Divine Secrets of the Ya-Ya Sisterhood","Divine Secrets of the Ya-Ya Sisterhood",https://www.imdb.com/title/tt0279778/,Movie,6.1,116,2002,"Drama",21635,2002-06-07,"Callie Khouri"
131,tt0824758,2016-08-01,2016-08-01,,"The Last Station","The Last Station",https://www.imdb.com/title/tt0824758/,Movie,6.9,112,2009,"Biography, Drama, Romance",19628,2010-02-26,"Michael Hoffman"
132,tt0082176,2016-08-01,2016-08-01,,"Christiane F.","Christiane F.: Wir Kinder vom Bahnhof Zoo",https://www.imdb.com/title/tt0082176/,Movie,7.5,138,1981,"Biography, Drama",33516,1981-04-02,"Uli Edel"
133,tt0417056,2016-08-01,2016-08-01,,"Pledge This!","National Lampoon's Pledge This",https://www.imdb.com/title/tt0417056/,Movie,1.7,91,2006,"Comedy",19135,2007-02-08,"William Heins, Strathford Hamilton"
134,tt0437405,2016-08-01,2016-08-01,,"Paper Man","Paper Man",https://www.imdb.com/title/tt0437405/,Movie,6.5,110,2009,"Comedy, Drama",20813,2014-05-01,"Kieran Mulroney, Michele Mulroney"
135,tt0057831,2016-08-01,2016-08-01,,"Zorba the Greek","Alexis Zorbas",https://www.imdb.com/title/tt0057831/,Movie,7.6,142,1964,"Comedy, Drama",25262,1964-12-14,"Michael Cacoyannis"
136,tt0097366,2016-08-01,2016-08-01,,"Fletch Lives","Fletch Lives",https://www.imdb.com/title/tt0097366/,Movie,6.1,95,1989,"Comedy, Crime, Mystery",24196,1989-03-17,"Michael Ritchie"
137,tt0437800,2016-08-01,2016-08-01,,"Akeelah and the Bee","Akeelah and the Bee",https://www.imdb.com/title/tt0437800/,Movie,7.4,112,2006,"Drama, Family",22720,2006-04-28,"Doug Atchison"
138,tt0054135,2016-08-01,2016-08-01,,"Ocean's Eleven","Ocean's Eleven",https://www.imdb.com/title/tt0054135/,Movie,6.5,127,1960,"Comedy, Crime, Music, Thriller",26726,1960-08-04,"Lewis Milestone"
139,tt0811106,2016-08-01,2016-08-01,,"The Ten","The Ten",https://www.imdb.com/title/tt0811106/,Movie,4.9,96,2007,"Comedy, Romance",17232,2008-04-25,"David Wain"
140,tt0045891,2016-08-01,2016-08-01,,"How to Marry a Millionaire","How to Marry a Millionaire",https://www.imdb.com/title/tt0045891/,Movie,6.8,95,1953,"Comedy, Drama, Romance",26233,1953-11-20,"Jean Negulesco"
141,tt0200087,2016-08-01,2016-08-01,,"Sarfarosh","Sarfarosh",https://www.imdb.com/title/tt0200087/,Movie,8.1,174,1999,"Action, Crime, Drama, Thriller",28363,1999-04-30,"John Mathew Matthan"
142,tt0073812,2016-08-01,2016-08-01,,"Tommy","Tommy",https://www.imdb.com/title/tt0073812/,Movie,6.6,111,1975,"Drama, Musical",23977,1975-03-26,"Ken Russell"
143,tt2891174,2016-08-01,2016-08-01,,"99 Homes","99 Homes",https://www.imdb.com/title/tt2891174/,Movie,7.1,112,2014,"Crime, Drama",40736,2015-10-09,"Ramin Bahrani"
144,tt0083630,2016-08-01,2016-08-01,,"The Beastmaster","The Beastmaster",https://www.imdb.com/title/tt0083630/,Movie,6.2,118,1982,"Action, Adventure, Fantasy",26796,1982-08-20,"Don Coscarelli"
145,tt0095188,2016-08-01,2016-08-01,,"Funny Farm","Funny Farm",https://www.imdb.com/title/tt0095188/,Movie,6.2,101,1988,"Comedy",26194,1988-06-03,"George Roy Hill"
146,tt0074512,2016-08-01,2016-08-01,,"Family Plot","Family Plot",https://www.imdb.com/title/tt0074512/,Movie,6.8,120,1976,"Comedy, Crime, Drama, Mystery, Thriller",26484,1976-04-09,"Alfred Hitchcock"
147,tt0110978,2016-08-01,2016-08-01,,"Texas Chainsaw Massacre: The Next Generation","The Return of the Texas Chainsaw Massacre",https://www.imdb.com/title/tt0110978/,Movie,3.4,87,1994,"Comedy, Horror, Thriller",28166,1995-09-22,"Kim Henkel"
148,tt0057163,2016-08-01,2016-08-01,,"Hud","Hud",https://www.imdb.com/title/tt0057163/,Movie,7.8,112,1963,"Drama, Western",25444,1963-05-29,"Martin Ritt"
149,tt0120524,2016-08-01,2016-08-01,,"Wishmaster","Wishmaster",https://www.imdb.com/title/tt0120524/,Movie,5.9,90,1997,"Fantasy, Horror",28151,1997-09-19,"Robert Kurtzman"
150,tt2239832,2016-08-01,2016-08-01,,"Think Like a Man Too","Think Like a Man Too",https://www.imdb.com/title/tt2239832/,Movie,5.7,106,2014,"Comedy, Romance",24005,2014-06-20,"Tim Story"
151,tt2372678,2016-08-01,2016-08-01,,"2 States","2 States",https://www.imdb.com/title/tt2372678/,Movie,6.9,149,2014,"Comedy, Drama, Romance",28057,2014-04-18,"Abhishek Varman"
152,tt0051554,2016-08-01,2016-08-01,,"Horror of Dracula","Dracula",https://www.imdb.com/title/tt0051554/,Movie,7.2,82,1958,"Drama, Horror",30449,1958-06-16,"Terence Fisher"
153,tt1183252,2016-08-01,2016-08-01,,"Chocolate","Chocolate",https://www.imdb.com/title/tt1183252/,Movie,6.9,110,2008,"Action, Drama",19349,2008-02-06,"Prachya Pinkaew"
154,tt0210234,2016-08-01,2016-08-01,,"Pokémon the Movie 2000","Gekijôban Poketto Monsutâ Maboroshi no Pokemon Rugia Bakutan",https://www.imdb.com/title/tt0210234/,Movie,6.1,99,1999,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy",25398,2000-07-21,"Kunihiko Yuyama"
155,tt1508675,2016-08-01,2016-08-01,,"Le Havre","Le Havre",https://www.imdb.com/title/tt1508675/,Movie,7.2,93,2011,"Comedy, Drama",24964,2011-09-08,"Aki Kaurismäki"
156,tt0104040,2016-08-01,2016-08-01,,"The Cutting Edge","The Cutting Edge",https://www.imdb.com/title/tt0104040/,Movie,6.9,101,1992,"Comedy, Drama, Romance, Sport",24204,1992-03-27,"Paul Michael Glaser"
157,tt0250081,2016-08-01,2016-08-01,,"Storytelling","Storytelling",https://www.imdb.com/title/tt0250081/,Movie,6.8,87,2001,"Comedy, Drama, Romance",18845,2001-11-08,"Todd Solondz"
158,tt0133363,2016-08-01,2016-08-01,,"Lovers of the Arctic Circle","Los amantes del Círculo Polar",https://www.imdb.com/title/tt0133363/,Movie,7.6,112,1998,"Drama, Mystery, Romance",20719,1998-08-28,"Julio Medem"
159,tt0299117,2016-08-01,2016-08-01,,"Roger Dodger","Roger Dodger",https://www.imdb.com/title/tt0299117/,Movie,6.8,106,2002,"Comedy, Drama",18248,2002-11-22,"Dylan Kidd"
160,tt0102744,2016-08-01,2016-08-01,,"Quigley Down Under","Quigley Down Under",https://www.imdb.com/title/tt0102744/,Movie,6.9,119,1990,"Action, Adventure, Drama, Romance, Western",26614,1990-10-19,"Simon Wincer"
161,tt1876277,2016-08-01,2016-08-01,,"Into the White","Into the White",https://www.imdb.com/title/tt1876277/,Movie,7.1,104,2012,"Action, Biography, Drama, History, War",23180,2013-04-12,"Petter Næss"
162,tt1430615,2016-08-01,2016-08-01,,"Big Miracle","Big Miracle",https://www.imdb.com/title/tt1430615/,Movie,6.5,107,2012,"Biography, Drama, Romance",21101,2012-02-03,"Ken Kwapis"
163,tt0875113,2016-08-01,2016-08-01,,"99 Francs","99 francs",https://www.imdb.com/title/tt0875113/,Movie,7.1,100,2007,"Comedy, Drama",21463,2007-09-26,"Jan Kounen, Laurent Lafran, Bruno Vatin"
164,tt1104733,2016-08-01,2016-08-01,,"Hamlet 2","Hamlet 2",https://www.imdb.com/title/tt1104733/,Movie,6.3,92,2008,"Comedy, Music",17799,2008-08-27,"Andrew Fleming"
165,tt0112819,2016-08-01,2016-08-01,,"Dead Presidents","Dead Presidents",https://www.imdb.com/title/tt0112819/,Movie,6.9,119,1995,"Action, Crime, Drama, Thriller, War",25993,1995-10-06,"Albert Hughes, Allen Hughes"
166,tt0087755,2016-08-01,2016-08-01,,"The Muppets Take Manhattan","The Muppets Take Manhattan",https://www.imdb.com/title/tt0087755/,Movie,6.8,94,1984,"Adventure, Comedy, Drama, Family, Musical, Romance",23884,1984-07-13,"Frank Oz"
167,tt0310357,2016-08-01,2016-08-01,,"Willard","Willard",https://www.imdb.com/title/tt0310357/,Movie,6.1,100,2003,"Drama, Horror, Thriller",21189,2003-03-14,"Glen Morgan"
168,tt2937696,2016-08-01,2016-08-01,,"Everybody Wants Some!!","Everybody Wants Some!!",https://www.imdb.com/title/tt2937696/,Movie,6.9,117,2016,"Comedy",63283,2016-04-07,"Richard Linklater"
169,tt0091886,2016-08-01,2016-08-01,,"Salvador","Salvador",https://www.imdb.com/title/tt0091886/,Movie,7.3,122,1986,"Drama, History, Thriller, War",24574,1986-04-23,"Oliver Stone"
170,tt0100114,2016-08-01,2016-08-01,,"Marked for Death","Marked for Death",https://www.imdb.com/title/tt0100114/,Movie,5.9,93,1990,"Action, Crime, Drama, Thriller",25814,1990-10-05,"Dwight H. Little"
171,tt0458364,2016-08-01,2016-08-01,,"The Ex","Fast Track",https://www.imdb.com/title/tt0458364/,Movie,5.5,89,2006,"Comedy, Romance",18556,2007-05-11,"Jesse Peretz"
172,tt3387648,2016-08-01,2016-08-01,,"The Taking of Deborah Logan","The Taking",https://www.imdb.com/title/tt3387648/,Movie,6.0,90,2014,"Fantasy, Horror, Mystery, Thriller",47486,2014-10-21,"Adam Robitel"
173,tt0109439,2016-08-01,2016-08-01,,"City Slickers II: The Legend of Curly's Gold","City Slickers II: The Legend of Curly's Gold",https://www.imdb.com/title/tt0109439/,Movie,5.6,116,1994,"Comedy, Western",21501,1994-06-10,"Paul Weiland"
174,tt0055499,2016-08-01,2016-08-01,,"Through a Glass Darkly","Såsom i en spegel",https://www.imdb.com/title/tt0055499/,Movie,7.9,90,1961,"Drama",28907,1961-10-16,"Ingmar Bergman"
175,tt0189192,2016-08-01,2016-08-01,,"Just Visiting","Just Visiting",https://www.imdb.com/title/tt0189192/,Movie,5.7,88,2001,"Adventure, Comedy, Fantasy",20894,2001-04-06,"Jean-Marie Poiré"
176,tt0302674,2016-08-01,2016-08-01,,"Gerry","Gerry",https://www.imdb.com/title/tt0302674/,Movie,6.0,103,2002,"Adventure, Drama, Mystery",20454,2002-09-20,"Gus Van Sant"
177,tt0076141,2016-08-01,2016-08-01,,"High Anxiety","High Anxiety",https://www.imdb.com/title/tt0076141/,Movie,6.6,94,1977,"Comedy, Mystery, Thriller",25040,1977-12-25,"Mel Brooks"
178,tt0116324,2016-08-01,2016-08-01,,"Flirting with Disaster","Flirting with Disaster",https://www.imdb.com/title/tt0116324/,Movie,6.7,92,1996,"Comedy",20718,1996-04-12,"David O. Russell"
179,tt0102943,2016-08-01,2016-08-01,,"Slacker","Slacker",https://www.imdb.com/title/tt0102943/,Movie,7.0,97,1990,"Comedy, Drama",24813,1991-07-05,"Richard Linklater"
180,tt0095082,2016-08-01,2016-08-01,,"Eight Men Out","Eight Men Out",https://www.imdb.com/title/tt0095082/,Movie,7.2,119,1988,"Drama, History, Sport",23544,1989-06-29,"John Sayles"
181,tt1027862,2016-08-01,2016-08-01,,"Swing Vote","Swing Vote",https://www.imdb.com/title/tt1027862/,Movie,6.1,120,2008,"Comedy, Drama",20013,2008-08-01,"Joshua Michael Stern"
182,tt1337057,2016-08-01,2016-08-01,,"Rampage","Rampage",https://www.imdb.com/title/tt1337057/,Movie,6.2,85,2009,"Action, Crime, Thriller",20927,2010-04-29,"Uwe Boll"
183,tt0113442,2016-08-01,2016-08-01,,"It Takes Two","It Takes Two",https://www.imdb.com/title/tt0113442/,Movie,6.0,101,1995,"Comedy, Family, Romance",27550,1995-11-17,"Andy Tennant"
184,tt1183665,2016-08-01,2016-08-01,,"Cracks","Cracks",https://www.imdb.com/title/tt1183665/,Movie,6.6,104,2009,"Drama, Mystery, Thriller",21889,2011-03-18,"Jordan Scott"
185,tt0361841,2016-08-01,2016-08-01,,"Little Black Book","Little Black Book",https://www.imdb.com/title/tt0361841/,Movie,5.4,107,2004,"Comedy, Drama, Romance",19644,2004-08-06,"Nick Hurran"
186,tt0227005,2016-08-01,2016-08-01,,"Made","Made",https://www.imdb.com/title/tt0227005/,Movie,6.3,95,2001,"Comedy, Crime, Drama",20207,2001-08-31,"Jon Favreau"
187,tt0308506,2016-08-01,2016-08-01,,"Like Mike","Like Mike",https://www.imdb.com/title/tt0308506/,Movie,5.4,99,2002,"Comedy, Family, Fantasy, Sport",23979,2002-07-03,"John Schultz"
188,tt0110684,2016-08-01,2016-08-01,,"Nobody's Fool","Nobody's Fool",https://www.imdb.com/title/tt0110684/,Movie,7.3,110,1994,"Comedy, Drama",24129,1995-01-13,"Robert Benton"
189,tt0167427,2016-08-01,2016-08-01,,"Superstar","Superstar",https://www.imdb.com/title/tt0167427/,Movie,5.2,81,1999,"Comedy, Romance",21323,1999-10-08,"Bruce McCulloch"
190,tt0325537,2016-08-01,2016-08-01,,"Head of State","Head of State",https://www.imdb.com/title/tt0325537/,Movie,5.5,95,2003,"Comedy",21999,2003-03-28,"Chris Rock"
191,tt1498569,2016-08-01,2016-08-01,,"Restless","Restless",https://www.imdb.com/title/tt1498569/,Movie,6.7,91,2011,"Drama, Romance",18678,2011-04-06,"Gus Van Sant"
192,tt0865559,2016-08-01,2016-08-01,,"My Life in Ruins","My Life in Ruins",https://www.imdb.com/title/tt0865559/,Movie,5.9,95,2009,"Comedy, Romance",21362,2009-06-05,"Donald Petrie"
193,tt0339135,2016-08-01,2016-08-01,,"In Hell","In Hell",https://www.imdb.com/title/tt0339135/,Movie,6.1,98,2003,"Action, Drama, Thriller",22483,2003-08-08,"Ringo Lam"
194,tt0043924,2016-08-01,2016-08-01,,"A Place in the Sun","A Place in the Sun",https://www.imdb.com/title/tt0043924/,Movie,7.7,122,1951,"Drama, Romance",26413,1951-11-09,"George Stevens"
195,tt0383060,2016-08-01,2016-08-01,,"Zoom","Zoom",https://www.imdb.com/title/tt0383060/,Movie,4.4,83,2006,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",23714,2006-08-11,"Peter Hewitt"
196,tt1082853,2016-08-01,2016-08-01,,"Management","Management",https://www.imdb.com/title/tt1082853/,Movie,5.8,94,2008,"Comedy, Drama, Romance",18877,2009-05-15,"Stephen Belber"
197,tt0065531,2016-08-01,2016-08-01,,"Le cercle rouge","Le cercle rouge",https://www.imdb.com/title/tt0065531/,Movie,7.9,140,1970,"Crime, Drama, Thriller",30905,1970-10-20,"Jean-Pierre Melville"
198,tt2855648,2016-08-01,2016-08-01,,"Madras Cafe","Madras Cafe",https://www.imdb.com/title/tt2855648/,Movie,7.6,130,2013,"Action, Drama, Thriller",26247,2013-08-23,"Shoojit Sircar"
199,tt2309021,2016-08-01,2016-08-01,,"We Are What We Are","We Are What We Are",https://www.imdb.com/title/tt2309021/,Movie,5.9,105,2013,"Drama, Horror, Thriller",22919,2013-10-25,"Jim Mickle"
200,tt0110613,2016-08-01,2016-08-01,,"My Girl 2","My Girl 2",https://www.imdb.com/title/tt0110613/,Movie,5.3,99,1994,"Comedy, Drama, Family, Romance",21866,1994-02-11,"Howard Zieff"
201,tt1656192,2016-08-01,2016-08-01,,"Special Forces","Forces spéciales",https://www.imdb.com/title/tt1656192/,Movie,6.3,109,2011,"Action, Drama, War",20001,2011-11-02,"Stéphane Rybojad"
202,tt0083833,2016-08-01,2016-08-01,,"Diner","Diner",https://www.imdb.com/title/tt0083833/,Movie,7.0,110,1982,"Comedy, Drama",23778,1982-05-21,"Barry Levinson"
203,tt0373450,2016-08-01,2016-08-01,,"Where the Truth Lies","Where the Truth Lies",https://www.imdb.com/title/tt0373450/,Movie,6.4,107,2005,"Crime, Mystery, Thriller",19362,2005-10-07,"Atom Egoyan"
204,tt0304711,2016-08-01,2016-08-01,,"The Order","The Order",https://www.imdb.com/title/tt0304711/,Movie,5.1,102,2003,"Horror, Mystery, Thriller",18966,2003-09-05,"Brian Helgeland"
205,tt0037059,2016-08-01,2016-08-01,,"Meet Me in St. Louis","Meet Me in St. Louis",https://www.imdb.com/title/tt0037059/,Movie,7.5,113,1944,"Comedy, Drama, Family, Musical, Romance",29994,1945-01,"Vincente Minnelli"
206,tt3547740,2016-08-01,2016-08-01,,"The Bélier Family","La famille Bélier",https://www.imdb.com/title/tt3547740/,Movie,7.3,106,2014,"Comedy, Drama, Music",30958,2014-12-17,"Éric Lartigau"
207,tt0082307,2016-08-01,2016-08-01,,"The Beyond","...E tu vivrai nel terrore! L'aldilà",https://www.imdb.com/title/tt0082307/,Movie,6.6,87,1981,"Horror",27250,1983-11-11,"Lucio Fulci"
208,tt0118845,2016-08-01,2016-08-01,,"Happy Together","Chun gwong ja sit",https://www.imdb.com/title/tt0118845/,Movie,7.7,96,1997,"Drama, Romance",37279,1997-05-30,"Wong Kar-Wai"
209,tt0027996,2016-08-01,2016-08-01,,"Mr. Deeds Goes to Town","Mr. Deeds Goes to Town",https://www.imdb.com/title/tt0027996/,Movie,7.8,115,1936,"Comedy, Drama, Romance",24546,1936-04-12,"Frank Capra"
210,tt1320082,2016-08-01,2016-08-01,,"The Concert","Le concert",https://www.imdb.com/title/tt1320082/,Movie,7.5,119,2009,"Comedy, Drama, Music",19047,2009-11-04,"Radu Mihaileanu"
211,tt0312843,2016-08-01,2016-08-01,,"Suicide Club","Jisatsu sâkuru",https://www.imdb.com/title/tt0312843/,Movie,6.5,99,2001,"Crime, Drama, Horror, Mystery, Thriller",23555,2021-05-20,"Sion Sono"
212,tt0058450,2016-08-01,2016-08-01,,"The Umbrellas of Cherbourg","Les parapluies de Cherbourg",https://www.imdb.com/title/tt0058450/,Movie,7.8,91,1964,"Drama, Musical, Romance",33945,1964-12-16,"Jacques Demy"
213,tt0101316,2016-08-01,2016-08-01,,"The Lover","L'amant",https://www.imdb.com/title/tt0101316/,Movie,6.8,115,1992,"Biography, Drama, Romance",24827,1992-10-30,"Jean-Jacques Annaud"
214,tt2473510,2016-08-01,2016-08-01,,"Paranormal Activity: The Ghost Dimension","Paranormal Activity: The Ghost Dimension",https://www.imdb.com/title/tt2473510/,Movie,4.6,88,2015,"Horror, Mystery",32642,2015-10-23,"Gregory Plotkin"
215,tt0164114,2016-08-01,2016-08-01,,"Drive Me Crazy","Drive Me Crazy",https://www.imdb.com/title/tt0164114/,Movie,5.8,91,1999,"Comedy, Drama, Romance",22521,1999-10-01,"John Schultz"
216,tt0364955,2016-08-01,2016-08-01,,"Art School Confidential","Art School Confidential",https://www.imdb.com/title/tt0364955/,Movie,6.3,102,2006,"Comedy, Drama, Romance",18054,2006-05-12,"Terry Zwigoff"
217,tt0073580,2016-08-01,2016-08-01,,"The Passenger","Professione: reporter",https://www.imdb.com/title/tt0073580/,Movie,7.4,126,1975,"Drama, Thriller",28194,1975-04-09,"Michelangelo Antonioni"
218,tt0393735,2016-08-01,2016-08-01,,"The Shaggy Dog","The Shaggy Dog",https://www.imdb.com/title/tt0393735/,Movie,4.4,98,2006,"Comedy, Family, Fantasy",20813,2006-03-10,"Brian Robbins"
219,tt1979319,2016-08-01,2016-08-01,,"Rurouni Kenshin Part I: Origins","Rurôni Kenshin: Meiji kenkaku romantan",https://www.imdb.com/title/tt1979319/,Movie,7.4,134,2012,"Action, Adventure, Drama, History, War",30662,2012-08-25,"Keishi Otomo"
220,tt0044008,2016-08-01,2016-08-01,,"A Christmas Carol","Scrooge",https://www.imdb.com/title/tt0044008/,Movie,8.1,86,1951,"Drama, Family, Fantasy",27801,1951-12-02,"Brian Desmond Hurst"
221,tt0091306,2016-08-01,2016-08-01,,"Jumpin' Jack Flash","Jumpin' Jack Flash",https://www.imdb.com/title/tt0091306/,Movie,6.0,105,1986,"Comedy, Romance, Thriller",21571,1986-10-10,"Penny Marshall"
222,tt1362058,2016-08-01,2016-08-01,,"Cockneys vs Zombies","Cockneys vs Zombies",https://www.imdb.com/title/tt1362058/,Movie,5.9,88,2012,"Action, Comedy, Horror, Thriller",20974,2013-08-02,"Matthias Hoene"
223,tt2872462,2016-08-01,2016-08-01,,"Mistress America","Mistress America",https://www.imdb.com/title/tt2872462/,Movie,6.7,84,2015,"Comedy, Drama",29433,2015-09-04,"Noah Baumbach"
224,tt0090357,2016-08-01,2016-08-01,,"Young Sherlock Holmes","Young Sherlock Holmes",https://www.imdb.com/title/tt0090357/,Movie,6.8,109,1985,"Adventure, Fantasy, Mystery, Thriller",24545,1985-12-04,"Barry Levinson"
225,tt0056291,2016-08-01,2016-08-01,,"Knife in the Water","Nóz w wodzie",https://www.imdb.com/title/tt0056291/,Movie,7.4,94,1962,"Drama, Thriller",24712,1963-10-28,"Roman Polanski"
226,tt0804452,2016-08-01,2016-08-01,,"Bratz","Bratz",https://www.imdb.com/title/tt0804452/,Movie,3.2,110,2007,"Comedy, Family, Music",25501,2007-08-03,"Sean McNamara"
227,tt0105428,2016-08-01,2016-08-01,,"Sleepwalkers","Sleepwalkers",https://www.imdb.com/title/tt0105428/,Movie,5.4,91,1992,"Fantasy, Horror",26244,1992-04-10,"Mick Garris"
228,tt0079540,2016-08-01,2016-08-01,,"Meatballs","Meatballs",https://www.imdb.com/title/tt0079540/,Movie,6.2,94,1979,"Comedy",25620,1979-06-29,"Ivan Reitman"
229,tt0104558,2016-08-01,2016-08-01,,"Supercop","Ging chaat goo si III: Chiu kup ging chaat",https://www.imdb.com/title/tt0104558/,Movie,7.0,91,1992,"Action, Comedy, Crime, Thriller",26070,1996-07-26,"Stanley Tong"
230,tt0399095,2016-08-01,2016-08-01,,"Trade","Trade",https://www.imdb.com/title/tt0399095/,Movie,7.3,120,2007,"Crime, Drama, Thriller",18796,2007-10-18,"Marco Kreuzpaintner"
231,tt1715336,2016-08-01,2016-08-01,,"Anna","Anna",https://www.imdb.com/title/tt1715336/,Movie,6.4,99,2013,"Drama, Mystery, Sci-Fi, Thriller",26337,2014-01-24,"Jorge Dorado"
232,tt0409345,2016-08-01,2016-08-01,,"Surveillance","Surveillance",https://www.imdb.com/title/tt0409345/,Movie,6.3,97,2008,"Crime, Drama, Mystery, Thriller",18915,2008-07-31,"Jennifer Lynch"
233,tt2424988,2016-08-01,2016-08-01,,"Gabbar Is Back","Gabbar Is Back",https://www.imdb.com/title/tt2424988/,Movie,7.0,128,2015,"Action, Crime, Drama",28507,2015-05-01,"Radha Krishna Jagarlamudi"
234,tt1985019,2016-08-01,2016-08-01,,"Austenland","Austenland",https://www.imdb.com/title/tt1985019/,Movie,6.3,97,2013,"Comedy, Romance",25070,2013-09-27,"Jerusha Hess"
235,tt0893402,2016-08-01,2016-08-01,,"Franklyn","Franklyn",https://www.imdb.com/title/tt0893402/,Movie,6.0,98,2008,"Drama, Fantasy, Sci-Fi, Thriller",18507,2009-02-27,"Gerald McMorrow"
236,tt0058083,2016-08-01,2016-08-01,,"Fail Safe","Fail Safe",https://www.imdb.com/title/tt0058083/,Movie,8.0,112,1964,"Drama, Thriller",26911,1964-10-07,"Sidney Lumet"
237,tt0091083,2016-08-01,2016-08-01,,"From Beyond","From Beyond",https://www.imdb.com/title/tt0091083/,Movie,6.6,85,1986,"Horror, Sci-Fi",34298,1986-10-24,"Stuart Gordon"
